,GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Description,Biotype,Chr,Start,End,Strand
316,ENSMUSG00000019850,95.86707595,2.445,0.349414713,6.998452225,2.588E-12,1.18E-10,Tnfaip3,"tumor necrosis factor, alpha-induced protein 3 [Source:MGI Symbol;Acc:MGI:1196377]",protein_coding,10,19000910,19015657,-1
317,ENSMUSG00000031328,15609.17819,-0.634,0.09055207,-6.997995614,2.597E-12,1.18E-10,Flna,"filamin, alpha [Source:MGI Symbol;Acc:MGI:95556]",protein_coding,X,74223461,74249820,-1
318,ENSMUSG00000028082,246.6480477,-1.454,0.207963791,-6.992848769,2.694E-12,1.22E-10,Sh3d19,SH3 domain protein D19 [Source:MGI Symbol;Acc:MGI:1350923],protein_coding,3,85971109,86130526,1
319,ENSMUSG00000033721,48.06856285,3.621,0.518433459,6.984654635,2.856E-12,1.28E-10,Vav3,vav 3 oncogene [Source:MGI Symbol;Acc:MGI:1888518],protein_coding,3,109340653,109685698,1
320,ENSMUSG00000039831,484.4817864,-1.087,0.155596903,-6.984542859,2.858E-12,1.28E-10,Arhgap29,Rho GTPase activating protein 29 [Source:MGI Symbol;Acc:MGI:2443818],protein_coding,3,121952541,122016753,1
321,ENSMUSG00000026442,265.7755006,-1.480,0.212026398,-6.978039476,2.993E-12,1.34E-10,Nfasc,neurofascin [Source:MGI Symbol;Acc:MGI:104753],protein_coding,1,132564690,132741797,-1
322,ENSMUSG00000053897,71.3362948,2.669,0.382474668,6.977546604,3.004E-12,1.34E-10,Slc39a8,"solute carrier family 39 (metal ion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1914797]",protein_coding,3,135825279,135888572,1
323,ENSMUSG00000033545,118.0627406,1.987,0.284915468,6.974562036,3.068E-12,1.37E-10,Znrf1,zinc and ring finger 1 [Source:MGI Symbol;Acc:MGI:2177308],protein_coding,8,111536097,111626030,1
324,ENSMUSG00000032014,760.9701231,0.930,0.133454348,6.972295747,3.118E-12,1.38E-10,Oaf,out at first homolog [Source:MGI Symbol;Acc:MGI:94852],protein_coding,9,43221235,43239911,-1
325,ENSMUSG00000001300,377.8992295,-1.161,0.166865604,-6.959017048,3.427E-12,1.52E-10,Efnb2,ephrin B2 [Source:MGI Symbol;Acc:MGI:105097],protein_coding,8,8617434,8661242,-1
326,ENSMUSG00000057193,548.0624135,-1.021,0.146823906,-6.956091191,3.498E-12,1.54E-10,Slc44a2,"solute carrier family 44, member 2 [Source:MGI Symbol;Acc:MGI:1915932]",protein_coding,9,21320698,21355028,1
327,ENSMUSG00000062312,499.4594663,-1.114,0.160206896,-6.956059383,3.499E-12,1.54E-10,Erbb2,erb-b2 receptor tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95410],protein_coding,11,98412470,98437716,1
328,ENSMUSG00000001911,1252.036201,-0.833,0.119841662,-6.952524283,3.588E-12,1.57E-10,Nfix,nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311],protein_coding,8,84699876,84800344,-1
329,ENSMUSG00000037712,821.1720394,-0.984,0.141543077,-6.949246916,3.672E-12,1.60E-10,Fermt2,fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001],protein_coding,14,45458795,45530118,-1
330,ENSMUSG00000038608,207.3194663,1.490,0.214765684,6.938770837,3.955E-12,1.72E-10,Dock10,dedicator of cytokinesis 10 [Source:MGI Symbol;Acc:MGI:2146320],protein_coding,1,80501073,80758527,-1
331,ENSMUSG00000070643,77.09307024,2.465,0.355718222,6.930144388,4.204E-12,1.83E-10,Sox13,SRY (sex determining region Y)-box 13 [Source:MGI Symbol;Acc:MGI:98361],protein_coding,1,133382303,133424377,-1
332,ENSMUSG00000090946,142.0426426,1.760,0.254182438,6.926021113,4.328E-12,1.87E-10,Ccdc71l,coiled-coil domain containing 71 like [Source:MGI Symbol;Acc:MGI:1919373],protein_coding,12,32378704,32382943,1
333,ENSMUSG00000024772,921.0172235,-0.866,0.125196157,-6.914671927,4.689E-12,2.02E-10,Ehd1,EH-domain containing 1 [Source:MGI Symbol;Acc:MGI:1341878],protein_coding,19,6276725,6300096,1
334,ENSMUSG00000070047,1095.455979,-0.851,0.123219867,-6.908608877,4.894E-12,2.11E-10,Fat1,FAT atypical cadherin 1 [Source:MGI Symbol;Acc:MGI:109168],protein_coding,8,44935447,45052257,1
335,ENSMUSG00000042302,531.5462791,-1.121,0.16249238,-6.900684635,5.175E-12,2.22E-10,Ehbp1,EH domain binding protein 1 [Source:MGI Symbol;Acc:MGI:2667252],protein_coding,11,22005828,22342292,-1
336,ENSMUSG00000045333,59.2890296,-3.151,0.456593563,-6.900389144,5.186E-12,2.22E-10,Zfp423,zinc finger protein 423 [Source:MGI Symbol;Acc:MGI:1891217],protein_coding,8,87661810,87959595,-1
337,ENSMUSG00000097795,95.20303031,2.263,0.327955548,6.900044584,5.199E-12,2.22E-10,Gm7678,predicted gene 7678 [Source:MGI Symbol;Acc:MGI:3647136],processed_pseudogene,10,22124496,22125438,1
338,ENSMUSG00000025854,457.0968259,1.264,0.18326148,6.89567993,5.361E-12,2.28E-10,Fam20c,"family with sequence similarity 20, member C [Source:MGI Symbol;Acc:MGI:2136853]",protein_coding,5,138754514,138810077,1
339,ENSMUSG00000040690,2446.561762,-0.848,0.123095149,-6.887913578,5.662E-12,2.40E-10,Col16a1,"collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]",protein_coding,4,130047840,130099283,1
340,ENSMUSG00000040488,385.0800933,-1.206,0.175114529,-6.884496458,5.799E-12,2.45E-10,Ltbp4,latent transforming growth factor beta binding protein 4 [Source:MGI Symbol;Acc:MGI:1321395],protein_coding,7,27305136,27337692,-1
341,ENSMUSG00000020715,66.80571,2.694,0.391717928,6.878614741,6.044E-12,2.55E-10,Ern1,endoplasmic reticulum (ER) to nucleus signalling 1 [Source:MGI Symbol;Acc:MGI:1930134],protein_coding,11,106394650,106487852,-1
342,ENSMUSG00000010830,266.891924,-1.325,0.193179529,-6.860042892,6.884E-12,2.89E-10,Kdelr3,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:MGI Symbol;Acc:MGI:2145953],protein_coding,15,79516411,79527739,1
343,ENSMUSG00000037411,410.219949,-1.168,0.170646943,-6.842698387,7.772E-12,3.26E-10,Serpine1,"serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]",protein_coding,5,137061504,137072268,-1
344,ENSMUSG00000001348,43.36647799,3.950,0.57821393,6.831155424,8.423E-12,3.52E-10,Acp5,"acid phosphatase 5, tartrate resistant [Source:MGI Symbol;Acc:MGI:87883]",protein_coding,9,22126727,22135711,-1
345,ENSMUSG00000042286,50.23264428,6.229,0.912315013,6.827374762,8.648E-12,3.60E-10,Stab1,stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742],protein_coding,14,31139013,31168641,-1
346,ENSMUSG00000070498,68.5909578,2.797,0.412323696,6.784153712,1.168E-11,4.85E-10,Tmem132b,transmembrane protein 132B [Source:MGI Symbol;Acc:MGI:3609245],protein_coding,5,125531774,125792583,1
347,ENSMUSG00000060586,47.5928969,3.705,0.546700194,6.777548904,1.222E-11,5.06E-10,H2-Eb1,"histocompatibility 2, class II antigen E beta [Source:MGI Symbol;Acc:MGI:95901]",protein_coding,17,34305867,34316674,1
348,ENSMUSG00000019916,417.1387256,-1.088,0.16063213,-6.774001367,1.253E-11,5.18E-10,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]",protein_coding,10,59323296,59373304,1
349,ENSMUSG00000020841,1091.950488,0.840,0.124059077,6.770577966,1.283E-11,5.28E-10,Cpd,carboxypeptidase D [Source:MGI Symbol;Acc:MGI:107265],protein_coding,11,76778424,76847018,-1
350,ENSMUSG00000057604,128.3798791,-2.023,0.299097522,-6.762661226,1.355E-11,5.57E-10,Lmcd1,LIM and cysteine-rich domains 1 [Source:MGI Symbol;Acc:MGI:1353635],protein_coding,6,112273758,112330425,1
351,ENSMUSG00000004885,321.587531,-1.366,0.202075022,-6.760412494,1.376E-11,5.64E-10,Crabp2,cellular retinoic acid binding protein II [Source:MGI Symbol;Acc:MGI:88491],protein_coding,3,87948666,87953376,1
352,ENSMUSG00000039519,43.29379616,3.924,0.580513256,6.758981216,1.390E-11,5.68E-10,Cyp7b1,"cytochrome P450, family 7, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:104978]",protein_coding,3,18071950,18243338,-1
353,ENSMUSG00000035799,347.83153,-1.210,0.179039957,-6.75553003,1.423E-11,5.80E-10,Twist1,twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872],protein_coding,12,33957671,33959829,1
354,ENSMUSG00000030067,160.7804846,1.612,0.23874105,6.752525048,1.453E-11,5.90E-10,Foxp1,forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004],protein_coding,6,98925338,99522721,-1
355,ENSMUSG00000020787,66.64251058,7.225,1.070026904,6.751858741,1.460E-11,5.91E-10,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1 [Source:MGI Symbol;Acc:MGI:1098235]",protein_coding,11,72999103,73015200,1
356,ENSMUSG00000039529,350.3328455,-1.234,0.183292089,-6.733537927,1.656E-11,6.69E-10,Atp8b1,"ATPase, class I, type 8B, member 1 [Source:MGI Symbol;Acc:MGI:1859665]",protein_coding,18,64528967,64661267,-1
357,ENSMUSG00000001555,2406.604297,-0.664,0.09889004,-6.711247712,1.930E-11,7.77E-10,Fkbp10,FK506 binding protein 10 [Source:MGI Symbol;Acc:MGI:104769],protein_coding,11,100415697,100424824,1
358,ENSMUSG00000025161,401.7455174,1.075,0.160372277,6.704463758,2.021E-11,8.12E-10,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]",protein_coding,11,120948480,120960868,1
359,ENSMUSG00000070576,188.0499508,-1.523,0.227230418,-6.703444147,2.036E-11,8.15E-10,Mn1,meningioma 1 [Source:MGI Symbol;Acc:MGI:1261813],protein_coding,5,111417362,111457033,1
360,ENSMUSG00000046841,1458.781307,-0.733,0.109379326,-6.702707436,2.046E-11,8.17E-10,Ckap4,cytoskeleton-associated protein 4 [Source:MGI Symbol;Acc:MGI:2444926],protein_coding,10,84526305,84534062,-1
361,ENSMUSG00000031997,69.4065353,-2.717,0.405594933,-6.698489924,2.106E-11,8.37E-10,Trpc6,"transient receptor potential cation channel, subfamily C, member 6 [Source:MGI Symbol;Acc:MGI:109523]",protein_coding,9,8544142,8680741,1
362,ENSMUSG00000007891,151.0148712,1.643,0.245308004,6.698417671,2.107E-11,8.37E-10,Ctsd,cathepsin D [Source:MGI Symbol;Acc:MGI:88562],protein_coding,7,142375911,142388038,-1
363,ENSMUSG00000024501,559.5304435,-0.975,0.145726314,-6.689455413,2.240E-11,8.87E-10,Dpysl3,dihydropyrimidinase-like 3 [Source:MGI Symbol;Acc:MGI:1349762],protein_coding,18,43320984,43438286,-1
364,ENSMUSG00000001270,139.3148045,-1.764,0.264724857,-6.663965824,2.665E-11,1.05E-09,Ckb,"creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]",protein_coding,12,111669361,111672338,-1
365,ENSMUSG00000025225,304.68468,1.187,0.179044339,6.631199644,3.330E-11,1.31E-09,Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]",protein_coding,19,46304320,46312385,1
366,ENSMUSG00000000058,241.8674053,-1.364,0.205802571,-6.628525566,3.391E-11,1.33E-09,Cav2,caveolin 2 [Source:MGI Symbol;Acc:MGI:107571],protein_coding,6,17281185,17289115,1
367,ENSMUSG00000027074,72.51667363,2.428,0.367318458,6.610251412,3.837E-11,1.50E-09,Slc43a3,"solute carrier family 43, member 3 [Source:MGI Symbol;Acc:MGI:1931054]",protein_coding,2,84936579,84958509,1
368,ENSMUSG00000018507,106.0504002,1.937,0.293079126,6.609252365,3.863E-11,1.51E-09,Trpv2,"transient receptor potential cation channel, subfamily V, member 2 [Source:MGI Symbol;Acc:MGI:1341836]",protein_coding,11,62574486,62600515,1
369,ENSMUSG00000036053,327.6667065,1.322,0.200098704,6.605942536,3.950E-11,1.54E-09,Fmnl2,formin-like 2 [Source:MGI Symbol;Acc:MGI:1918659],protein_coding,2,52857860,53133804,1
370,ENSMUSG00000022272,838.8351619,0.825,0.125103657,6.597934847,4.169E-11,1.62E-09,Myo10,myosin X [Source:MGI Symbol;Acc:MGI:107716],protein_coding,15,25622525,25813673,1
371,ENSMUSG00000001768,222.6425271,1.492,0.22683192,6.576112445,4.829E-11,1.87E-09,Rin2,Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280],protein_coding,2,145675215,145887616,1
372,ENSMUSG00000040543,46.09601034,-3.838,0.583830184,-6.574083115,4.895E-11,1.89E-09,Pitpnm3,PITPNM family member 3 [Source:MGI Symbol;Acc:MGI:2685726],protein_coding,11,72047528,72135778,-1
373,ENSMUSG00000027901,67.8011701,2.566,0.390650639,6.568564494,5.080E-11,1.95E-09,Dennd2d,DENN/MADD domain containing 2D [Source:MGI Symbol;Acc:MGI:2181193],protein_coding,3,106482405,106503030,1
374,ENSMUSG00000028476,826.2174811,-0.861,0.131044574,-6.568471222,5.083E-11,1.95E-09,Reck,reversion-inducing-cysteine-rich protein with kazal motifs [Source:MGI Symbol;Acc:MGI:1855698],protein_coding,4,43875530,43944806,1
375,ENSMUSG00000020773,94.79577671,2.047,0.311746424,6.567412666,5.120E-11,1.96E-09,Trim47,tripartite motif-containing 47 [Source:MGI Symbol;Acc:MGI:1917374],protein_coding,11,116105752,116127210,-1
376,ENSMUSG00000008855,666.2102095,0.885,0.134768631,6.566651197,5.146E-11,1.97E-09,Hdac5,histone deacetylase 5 [Source:MGI Symbol;Acc:MGI:1333784],protein_coding,11,102194432,102230166,-1
377,ENSMUSG00000031673,2505.573649,-0.838,0.127817538,-6.555210921,5.556E-11,2.12E-09,Cdh11,cadherin 11 [Source:MGI Symbol;Acc:MGI:99217],protein_coding,8,102632095,102785642,-1
378,ENSMUSG00000079055,36.93185483,4.531,0.691450485,6.553250129,5.630E-11,2.14E-09,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:107976]",protein_coding,12,81197915,81333180,-1
379,ENSMUSG00000020986,1196.063011,-0.751,0.11464606,-6.551053795,5.713E-11,2.17E-09,Sec23a,"SEC23 homolog A, COPII coat complex component [Source:MGI Symbol;Acc:MGI:1349635]",protein_coding,12,58958383,59012017,-1
380,ENSMUSG00000044117,325.2087754,-1.167,0.178224663,-6.547489895,5.851E-11,2.21E-09,Bmerb1,bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504],protein_coding,16,13986604,14101500,1
381,ENSMUSG00000035299,150.7319592,-1.882,0.287946539,-6.537288241,6.264E-11,2.36E-09,Mid1,midline 1 [Source:MGI Symbol;Acc:MGI:1100537],protein_coding,X,169685199,170005736,1
382,ENSMUSG00000038459,142.4682605,1.706,0.26106036,6.533685611,6.417E-11,2.42E-09,Abhd17c,abhydrolase domain containing 17C [Source:MGI Symbol;Acc:MGI:1917428],protein_coding,7,84109356,84151893,-1
383,ENSMUSG00000055421,149.9828677,-1.671,0.256044893,-6.526850116,6.717E-11,2.52E-09,Pcdh9,protocadherin 9 [Source:MGI Symbol;Acc:MGI:1306801],protein_coding,14,93013410,93890679,-1
384,ENSMUSG00000033825,125.9371451,9.137,1.400339304,6.524821999,6.808E-11,2.55E-09,Tpsb2,tryptase beta 2 [Source:MGI Symbol;Acc:MGI:96942],protein_coding,17,25366305,25369098,1
385,ENSMUSG00000030116,43.48452382,-3.897,0.597722647,-6.518968385,7.079E-11,2.64E-09,Mfap5,microfibrillar associated protein 5 [Source:MGI Symbol;Acc:MGI:1354387],protein_coding,6,122505845,122529290,1
386,ENSMUSG00000022353,85.65596793,2.399,0.368707724,6.506850167,7.674E-11,2.86E-09,Mtss1,MTSS I-BAR domain containing 1 [Source:MGI Symbol;Acc:MGI:2384818],protein_coding,15,58941234,59082005,-1
387,ENSMUSG00000048279,794.8950086,-1.020,0.156938677,-6.501823878,7.935E-11,2.95E-09,Sacs,sacsin [Source:MGI Symbol;Acc:MGI:1354724],protein_coding,14,61138457,61240695,1
388,ENSMUSG00000029287,104.6880048,-2.017,0.310485118,-6.49578466,8.260E-11,3.06E-09,Tgfbr3,"transforming growth factor, beta receptor III [Source:MGI Symbol;Acc:MGI:104637]",protein_coding,5,107106570,107289629,-1
389,ENSMUSG00000029603,64.33878214,9.605,1.479026957,6.493823973,8.368E-11,3.09E-09,Dtx1,"deltex 1, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:1352744]",protein_coding,5,120680202,120711927,-1
390,ENSMUSG00000036596,226.9117429,-1.492,0.230010163,-6.4872745,8.740E-11,3.22E-09,Cpz,carboxypeptidase Z [Source:MGI Symbol;Acc:MGI:88487],protein_coding,5,35502218,35525698,-1
391,ENSMUSG00000027208,109.9653782,1.881,0.290334167,6.480151478,9.163E-11,3.37E-09,Fgf7,fibroblast growth factor 7 [Source:MGI Symbol;Acc:MGI:95521],protein_coding,2,126034658,126091185,1
392,ENSMUSG00000038807,42.38240948,3.452,0.53366353,6.468583241,9.893E-11,3.63E-09,Rap1gap2,RAP1 GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:3028623],protein_coding,11,74383356,74610915,-1
393,ENSMUSG00000020674,2128.862889,-0.670,0.103660765,-6.467828355,9.942E-11,3.64E-09,Pxdn,peroxidasin [Source:MGI Symbol;Acc:MGI:1916925],protein_coding,12,29937608,30017658,1
394,ENSMUSG00000045954,115.4460558,1.880,0.292037687,6.436496219,1.223E-10,4.46E-09,Cavin2,caveolae associated 2 [Source:MGI Symbol;Acc:MGI:99513],protein_coding,1,51289126,51302960,1
395,ENSMUSG00000029344,171.336736,1.481,0.230274378,6.433590977,1.246E-10,4.54E-09,Tpst2,protein-tyrosine sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1309516],protein_coding,5,112276691,112315361,1
396,ENSMUSG00000031805,38.76519191,3.896,0.606265796,6.426333113,1.307E-10,4.75E-09,Jak3,Janus kinase 3 [Source:MGI Symbol;Acc:MGI:99928],protein_coding,8,71676296,71690575,1
397,ENSMUSG00000060475,255.4233095,1.266,0.19748094,6.410040887,1.455E-10,5.27E-09,Wtap,Wilms tumour 1-associating protein [Source:MGI Symbol;Acc:MGI:1926395],protein_coding,17,12966796,12994169,-1
398,ENSMUSG00000020580,745.6869956,-0.866,0.135172664,-6.40471047,1.507E-10,5.44E-09,Rock2,Rho-associated coiled-coil containing protein kinase 2 [Source:MGI Symbol;Acc:MGI:107926],protein_coding,12,16894895,16987823,1
399,ENSMUSG00000043631,40.74537576,-4.577,0.715380066,-6.39854514,1.569E-10,5.65E-09,Ecm2,"extracellular matrix protein 2, female organ and adipocyte specific [Source:MGI Symbol;Acc:MGI:3039578]",protein_coding,13,49504810,49532789,1
400,ENSMUSG00000025810,940.4083868,0.777,0.121820069,6.379659044,1.775E-10,6.38E-09,Nrp1,neuropilin 1 [Source:MGI Symbol;Acc:MGI:106206],protein_coding,8,128358604,128503363,1
401,ENSMUSG00000035105,57.9816443,9.453,1.482847776,6.374673638,1.834E-10,6.57E-09,Egln3,egl-9 family hypoxia-inducible factor 3 [Source:MGI Symbol;Acc:MGI:1932288],protein_coding,12,54178981,54203860,-1
402,ENSMUSG00000040896,52.82898778,-3.022,0.474156693,-6.374224102,1.839E-10,6.58E-09,Kcnd3,"potassium voltage-gated channel, Shal-related family, member 3 [Source:MGI Symbol;Acc:MGI:1928743]",protein_coding,3,105452330,105674002,1
403,ENSMUSG00000018363,618.4336242,-0.885,0.13906069,-6.364067031,1.965E-10,7.01E-09,Smurf2,SMAD specific E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1913563],protein_coding,11,106820066,106920715,-1
404,ENSMUSG00000034675,1237.79619,-0.808,0.127069546,-6.355436168,2.078E-10,7.40E-09,Dbn1,drebrin 1 [Source:MGI Symbol;Acc:MGI:1931838],protein_coding,13,55473429,55488111,-1
405,ENSMUSG00000014813,851.6364062,4.758,0.749453411,6.348742572,2.171E-10,7.69E-09,Stc1,stanniocalcin 1 [Source:MGI Symbol;Acc:MGI:109131],protein_coding,14,69029238,69041804,1
406,ENSMUSG00000071847,3049.434647,-0.762,0.120022266,-6.348603706,2.173E-10,7.69E-09,Apcdd1,adenomatosis polyposis coli down-regulated 1 [Source:MGI Symbol;Acc:MGI:3513977],protein_coding,18,62922231,62961179,1
407,ENSMUSG00000002699,51.78764715,6.840,1.077859562,6.346056673,2.209E-10,7.79E-09,Lcp2,lymphocyte cytosolic protein 2 [Source:MGI Symbol;Acc:MGI:1321402],protein_coding,11,34046920,34092295,1
408,ENSMUSG00000026395,35.71055537,4.994,0.786932453,6.345899546,2.211E-10,7.79E-09,Ptprc,"protein tyrosine phosphatase, receptor type, C [Source:MGI Symbol;Acc:MGI:97810]",protein_coding,1,138062861,138175708,-1
409,ENSMUSG00000080180,726.0589934,-0.915,0.144280255,-6.33960321,2.304E-10,8.10E-09,Gm17235,predicted gene 17235 [Source:MGI Symbol;Acc:MGI:4938062],processed_pseudogene,11,78576237,78577355,1
410,ENSMUSG00000035722,43.06956724,3.343,0.527952932,6.332769253,2.408E-10,8.44E-09,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7 [Source:MGI Symbol;Acc:MGI:1351646]",protein_coding,10,79996494,80015572,1
411,ENSMUSG00000028194,177.7835086,-1.458,0.230237464,-6.330528721,2.443E-10,8.55E-09,Ddah1,dimethylarginine dimethylaminohydrolase 1 [Source:MGI Symbol;Acc:MGI:1916469],protein_coding,3,145758675,145894277,1
412,ENSMUSG00000038658,429.2380881,-1.004,0.158684066,-6.325515031,2.524E-10,8.81E-09,Ric1,RAB6A GEF complex partner 1 [Source:MGI Symbol;Acc:MGI:1924893],protein_coding,19,29522282,29606829,1
413,ENSMUSG00000020900,996.3282973,-0.796,0.12597211,-6.319387782,2.626E-10,9.14E-09,Myh10,"myosin, heavy polypeptide 10, non-muscle [Source:MGI Symbol;Acc:MGI:1930780]",protein_coding,11,68691559,68816632,1
414,ENSMUSG00000028266,345.2097653,1.154,0.182680933,6.316022284,2.684E-10,9.32E-09,Lmo4,LIM domain only 4 [Source:MGI Symbol;Acc:MGI:109360],protein_coding,3,144188530,144205220,-1
415,ENSMUSG00000030605,128.4204617,-1.758,0.278750006,-6.307620568,2.834E-10,9.82E-09,Mfge8,milk fat globule-EGF factor 8 protein [Source:MGI Symbol;Acc:MGI:102768],protein_coding,7,79133768,79149060,-1
416,ENSMUSG00000028883,275.5118286,-1.407,0.223133253,-6.30721902,2.841E-10,9.82E-09,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]",protein_coding,5,13125414,13602565,1
417,ENSMUSG00000024044,391.3916244,-1.175,0.186468228,-6.303901613,2.902E-10,1.00E-08,Epb41l3,erythrocyte membrane protein band 4.1 like 3 [Source:MGI Symbol;Acc:MGI:103008],protein_coding,17,69075683,69289989,1
418,ENSMUSG00000055723,251.2946799,-1.239,0.196821012,-6.29687023,3.037E-10,1.04E-08,Rras2,related RAS viral (r-ras) oncogene 2 [Source:MGI Symbol;Acc:MGI:1914172],protein_coding,7,114046782,114117781,-1
419,ENSMUSG00000019989,101.3056232,8.823,1.405148838,6.278743143,3.413E-10,1.17E-08,Enpp3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:MGI Symbol;Acc:MGI:2143702],protein_coding,10,24772406,24842823,-1
420,ENSMUSG00000042254,40.52543084,-3.966,0.632187513,-6.274210027,3.514E-10,1.20E-08,Cilp,"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase [Source:MGI Symbol;Acc:MGI:2444507]",protein_coding,9,65265180,65280605,1
421,ENSMUSG00000038366,554.4254839,-0.904,0.144073366,-6.274014265,3.519E-10,1.20E-08,Lasp1,LIM and SH3 protein 1 [Source:MGI Symbol;Acc:MGI:109656],protein_coding,11,97799000,97838764,1
422,ENSMUSG00000044337,50.89423141,-3.049,0.486796841,-6.263013413,3.776E-10,1.29E-08,Ackr3,atypical chemokine receptor 3 [Source:MGI Symbol;Acc:MGI:109562],protein_coding,1,90203980,90216751,1
423,ENSMUSG00000051495,323.8687774,1.159,0.185539072,6.244090473,4.263E-10,1.45E-08,Irf2bp2,interferon regulatory factor 2 binding protein 2 [Source:MGI Symbol;Acc:MGI:2443921],protein_coding,8,126588296,126593986,-1
424,ENSMUSG00000024300,33.95936496,4.919,0.789562073,6.229423354,4.682E-10,1.59E-08,Myo1f,myosin IF [Source:MGI Symbol;Acc:MGI:107711],protein_coding,17,33555707,33607764,1
425,ENSMUSG00000034088,5896.232926,-0.586,0.094108294,-6.223540544,4.861E-10,1.64E-08,Hdlbp,high density lipoprotein (HDL) binding protein [Source:MGI Symbol;Acc:MGI:99256],protein_coding,1,93405940,93478815,-1
426,ENSMUSG00000031392,318.0570646,1.116,0.179623168,6.210644079,5.277E-10,1.78E-08,Irak1,interleukin-1 receptor-associated kinase 1 [Source:MGI Symbol;Acc:MGI:107420],protein_coding,X,74013914,74023918,-1
427,ENSMUSG00000020334,59.42468606,2.543,0.409776919,6.206096048,5.432E-10,1.83E-08,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4 [Source:MGI Symbol;Acc:MGI:1353479]",protein_coding,11,53983123,54028090,-1
428,ENSMUSG00000022098,684.9929996,-0.838,0.135115941,-6.201043193,5.609E-10,1.88E-08,Bmp1,bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176],protein_coding,14,70474558,70520234,-1
429,ENSMUSG00000031757,70.47138695,2.429,0.39191277,6.198574864,5.698E-10,1.91E-08,Mt4,metallothionein 4 [Source:MGI Symbol;Acc:MGI:99692],protein_coding,8,94137197,94139031,1
430,ENSMUSG00000029163,1885.289743,0.671,0.108489204,6.188696418,6.066E-10,2.03E-08,Emilin1,elastin microfibril interfacer 1 [Source:MGI Symbol;Acc:MGI:1926189],protein_coding,5,30913402,30921277,1
431,ENSMUSG00000038319,34.02855074,5.242,0.84768807,6.184316131,6.237E-10,2.08E-08,Kcnh2,"potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:MGI Symbol;Acc:MGI:1341722]",protein_coding,5,24319589,24351604,-1
432,ENSMUSG00000025880,219.1407959,1.314,0.212526822,6.184141671,6.244E-10,2.08E-08,Smad7,SMAD family member 7 [Source:MGI Symbol;Acc:MGI:1100518],protein_coding,18,75367529,75395935,1
433,ENSMUSG00000004266,47.75684369,6.757,1.093348465,6.180399741,6.394E-10,2.12E-08,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6 [Source:MGI Symbol;Acc:MGI:96055]",protein_coding,6,124720707,124738714,-1
434,ENSMUSG00000040061,37.16521118,5.743,0.929908713,6.175775138,6.584E-10,2.18E-08,Plcb2,"phospholipase C, beta 2 [Source:MGI Symbol;Acc:MGI:107465]",protein_coding,2,118707517,118728438,-1
435,ENSMUSG00000039372,160.8949707,-1.511,0.244776551,-6.173935743,6.661E-10,2.20E-08,Marchf4,membrane associated ring-CH-type finger 4 [Source:MGI Symbol;Acc:MGI:2683550],protein_coding,1,72427112,72536930,-1
436,ENSMUSG00000028530,1270.861541,0.695,0.112586212,6.171089552,6.782E-10,2.24E-08,Jak1,Janus kinase 1 [Source:MGI Symbol;Acc:MGI:96628],protein_coding,4,101152367,101265282,-1
